,sentiment
31490,positive
31491,negative
31492,positive
31493,positive
31494,negative
31495,positive
31496,negative
31497,negative
31498,negative
31499,negative
31500,positive
31501,negative
31502,negative
31503,negative
31504,positive
31505,negative
31506,positive
31507,negative
31508,positive
31509,negative
31510,positive
31511,negative
31512,negative
31513,positive
31514,negative
31515,negative
31516,negative
31517,positive
31518,positive
31519,positive
31520,positive
31521,positive
31522,negative
31523,negative
31524,positive
31525,positive
31526,positive
31527,positive
31528,negative
31529,negative
31530,negative
31531,positive
31532,negative
31533,negative
31534,positive
31535,positive
31536,positive
31537,positive
31538,positive
31539,negative
31540,negative
31541,negative
31542,negative
31543,negative
31544,positive
31545,negative
31546,negative
31547,negative
31548,negative
31549,positive
31550,positive
31551,positive
31552,negative
31553,negative
31554,positive
31555,negative
31556,positive
31557,positive
31558,positive
31559,positive
31560,negative
31561,negative
31562,negative
31563,negative
31564,positive
31565,positive
31566,positive
31567,positive
31568,positive
31569,negative
31570,positive
31571,negative
31572,positive
31573,negative
31574,positive
31575,negative
31576,positive
31577,positive
31578,negative
31579,negative
31580,positive
31581,negative
31582,negative
31583,positive
31584,negative
31585,negative
31586,positive
31587,positive
31588,negative
31589,positive
31590,positive
31591,negative
31592,negative
31593,negative
31594,positive
31595,negative
31596,negative
31597,positive
31598,positive
31599,positive
31600,negative
31601,positive
31602,positive
31603,negative
31604,negative
31605,positive
31606,negative
31607,positive
31608,positive
31609,positive
31610,positive
31611,positive
31612,negative
31613,negative
31614,negative
31615,negative
31616,positive
31617,negative
31618,positive
31619,negative
31620,negative
31621,negative
31622,positive
31623,positive
31624,negative
31625,positive
31626,positive
31627,positive
31628,positive
31629,negative
31630,positive
31631,negative
31632,negative
31633,positive
31634,positive
31635,positive
31636,negative
31637,positive
31638,positive
31639,positive
31640,positive
31641,negative
31642,negative
31643,negative
31644,positive
31645,positive
31646,positive
31647,positive
31648,negative
31649,negative
31650,negative
31651,positive
31652,positive
31653,positive
31654,positive
31655,negative
31656,negative
31657,negative
31658,positive
31659,negative
31660,positive
31661,positive
31662,positive
31663,negative
31664,negative
31665,positive
31666,positive
31667,negative
31668,positive
31669,positive
31670,negative
31671,positive
31672,negative
31673,negative
31674,negative
31675,negative
31676,negative
31677,positive
31678,positive
31679,negative
31680,positive
31681,negative
31682,positive
31683,negative
31684,positive
31685,positive
31686,negative
31687,negative
31688,positive
31689,negative
31690,negative
31691,positive
31692,positive
31693,positive
31694,positive
31695,negative
31696,negative
31697,negative
31698,positive
31699,negative
31700,negative
31701,positive
31702,positive
31703,negative
31704,positive
31705,negative
31706,negative
31707,positive
31708,positive
31709,positive
31710,negative
31711,positive
31712,negative
31713,negative
31714,negative
31715,negative
31716,positive
31717,negative
31718,positive
31719,negative
31720,negative
31721,negative
31722,negative
31723,positive
31724,positive
31725,positive
31726,positive
31727,negative
31728,positive
31729,negative
31730,negative
31731,positive
31732,negative
31733,positive
31734,positive
31735,positive
31736,positive
31737,negative
31738,positive
31739,negative
31740,negative
31741,positive
31742,negative
31743,positive
31744,positive
31745,positive
31746,negative
31747,positive
31748,positive
31749,positive
31750,negative
31751,positive
31752,negative
31753,negative
31754,negative
31755,positive
31756,positive
31757,negative
31758,positive
31759,positive
31760,positive
31761,negative
31762,negative
31763,negative
31764,negative
31765,positive
31766,negative
31767,positive
31768,positive
31769,positive
31770,positive
31771,positive
31772,negative
31773,negative
31774,positive
31775,positive
31776,positive
31777,negative
31778,positive
31779,negative
31780,negative
31781,negative
31782,positive
31783,positive
31784,negative
31785,negative
31786,positive
31787,negative
31788,positive
31789,positive
31790,negative
31791,positive
31792,negative
31793,positive
31794,negative
31795,positive
31796,negative
31797,positive
31798,positive
31799,positive
31800,positive
31801,negative
31802,positive
31803,positive
31804,negative
31805,positive
31806,negative
31807,positive
31808,positive
31809,negative
31810,positive
31811,positive
31812,negative
31813,positive
31814,positive
31815,positive
31816,negative
31817,positive
31818,positive
31819,positive
31820,negative
31821,positive
31822,positive
31823,negative
31824,negative
31825,positive
31826,positive
31827,negative
31828,positive
31829,negative
31830,negative
31831,positive
31832,negative
31833,positive
31834,negative
31835,negative
31836,negative
31837,positive
31838,positive
31839,positive
31840,positive
31841,negative
31842,negative
31843,negative
31844,negative
31845,negative
31846,positive
31847,positive
31848,negative
31849,negative
31850,positive
31851,negative
31852,negative
31853,negative
31854,negative
31855,positive
31856,positive
31857,positive
31858,positive
31859,positive
31860,negative
31861,negative
31862,negative
31863,positive
31864,positive
31865,negative
31866,positive
31867,positive
31868,positive
31869,positive
31870,positive
31871,negative
31872,negative
31873,negative
31874,negative
31875,negative
31876,negative
31877,positive
31878,negative
31879,negative
31880,positive
31881,positive
31882,negative
31883,negative
31884,positive
31885,negative
31886,negative
31887,positive
31888,negative
31889,positive
31890,positive
31891,negative
31892,positive
31893,positive
31894,positive
31895,negative
31896,positive
31897,negative
31898,negative
31899,negative
31900,negative
31901,positive
31902,negative
31903,negative
31904,positive
31905,positive
31906,negative
31907,positive
31908,positive
31909,positive
31910,positive
31911,positive
31912,negative
31913,negative
31914,positive
31915,negative
31916,negative
31917,negative
31918,positive
31919,negative
31920,positive
31921,positive
31922,positive
31923,negative
31924,positive
31925,positive
31926,positive
31927,negative
31928,negative
31929,negative
31930,negative
31931,positive
31932,positive
31933,negative
31934,positive
31935,negative
31936,negative
31937,negative
31938,negative
31939,negative
31940,negative
31941,negative
31942,positive
31943,negative
31944,positive
31945,positive
31946,positive
31947,positive
31948,negative
31949,positive
31950,positive
31951,positive
31952,positive
31953,positive
31954,negative
31955,positive
31956,negative
31957,positive
31958,negative
31959,positive
31960,negative
31961,negative
31962,negative
31963,negative
31964,positive
31965,negative
31966,positive
31967,negative
31968,positive
31969,negative
31970,negative
31971,negative
31972,negative
31973,positive
31974,positive
31975,negative
31976,positive
31977,negative
31978,positive
31979,negative
31980,positive
31981,negative
31982,negative
31983,positive
31984,positive
31985,negative
31986,negative
31987,negative
31988,positive
31989,positive
31990,positive
31991,negative
31992,negative
31993,negative
31994,positive
31995,positive
31996,negative
31997,negative
31998,positive
31999,negative
32000,negative
32001,negative
32002,negative
32003,negative
32004,positive
32005,positive
32006,negative
32007,negative
32008,negative
32009,negative
32010,positive
32011,negative
32012,positive
32013,negative
32014,negative
32015,positive
32016,negative
32017,negative
32018,negative
32019,negative
32020,positive
32021,negative
32022,positive
32023,negative
32024,positive
32025,negative
32026,negative
32027,positive
32028,negative
32029,negative
32030,positive
32031,negative
32032,positive
32033,negative
32034,positive
32035,positive
32036,positive
32037,positive
32038,positive
32039,negative
32040,negative
32041,negative
32042,negative
32043,positive
32044,positive
32045,negative
32046,positive
32047,positive
32048,negative
32049,positive
32050,negative
32051,positive
32052,negative
32053,positive
32054,positive
32055,positive
32056,positive
32057,negative
32058,negative
32059,positive
32060,positive
32061,negative
32062,positive
32063,positive
32064,negative
32065,positive
32066,positive
32067,positive
32068,negative
32069,positive
32070,positive
32071,positive
32072,positive
32073,positive
32074,negative
32075,negative
32076,negative
32077,negative
32078,negative
32079,positive
32080,negative
32081,positive
32082,positive
32083,positive
32084,positive
32085,positive
32086,negative
32087,positive
32088,negative
32089,negative
32090,negative
32091,negative
32092,negative
32093,positive
32094,negative
32095,positive
32096,positive
32097,negative
32098,negative
32099,positive
32100,positive
32101,negative
32102,negative
32103,negative
32104,negative
32105,positive
32106,positive
32107,positive
32108,negative
32109,positive
32110,negative
32111,positive
32112,negative
32113,positive
32114,negative
32115,negative
32116,negative
32117,positive
32118,positive
32119,positive
32120,negative
32121,negative
32122,positive
32123,negative
32124,positive
32125,positive
32126,negative
32127,positive
32128,positive
32129,positive
32130,positive
32131,positive
32132,negative
32133,negative
32134,negative
32135,negative
32136,negative
32137,negative
32138,positive
32139,positive
32140,positive
32141,negative
32142,negative
32143,positive
32144,negative
32145,positive
32146,negative
32147,positive
32148,positive
32149,negative
32150,negative
32151,negative
32152,negative
32153,negative
32154,positive
32155,negative
32156,negative
32157,negative
32158,negative
32159,negative
32160,positive
32161,positive
32162,positive
32163,positive
32164,negative
32165,positive
32166,positive
32167,negative
32168,negative
32169,positive
32170,positive
32171,positive
32172,negative
32173,negative
32174,positive
32175,negative
32176,positive
32177,positive
32178,positive
32179,positive
32180,negative
32181,negative
32182,negative
32183,negative
32184,positive
32185,positive
32186,negative
32187,positive
32188,positive
32189,negative
32190,positive
32191,positive
32192,positive
32193,negative
32194,negative
32195,negative
32196,positive
32197,positive
32198,positive
32199,negative
32200,positive
32201,positive
32202,negative
32203,positive
32204,positive
32205,negative
32206,negative
32207,negative
32208,positive
32209,positive
32210,positive
32211,negative
32212,positive
32213,positive
32214,positive
32215,positive
32216,negative
32217,positive
32218,positive
32219,positive
32220,negative
32221,negative
32222,negative
32223,negative
32224,positive
32225,negative
32226,negative
32227,negative
32228,negative
32229,negative
32230,negative
32231,negative
32232,negative
32233,negative
32234,negative
32235,positive
32236,negative
32237,positive
32238,positive
32239,positive
32240,positive
32241,negative
32242,negative
32243,positive
32244,negative
32245,positive
32246,negative
32247,positive
32248,positive
32249,negative
32250,positive
32251,positive
32252,negative
32253,positive
32254,positive
32255,positive
32256,positive
32257,negative
32258,negative
32259,positive
32260,negative
32261,positive
32262,negative
32263,positive
32264,negative
32265,positive
32266,negative
32267,negative
32268,negative
32269,negative
32270,negative
32271,negative
32272,positive
32273,positive
32274,negative
32275,positive
32276,negative
32277,negative
32278,negative
32279,positive
32280,negative
32281,positive
32282,negative
32283,positive
32284,positive
32285,positive
32286,negative
32287,negative
32288,positive
32289,negative
32290,positive
32291,positive
32292,negative
32293,positive
32294,negative
32295,positive
32296,positive
32297,negative
32298,negative
32299,positive
32300,positive
32301,positive
32302,negative
32303,negative
32304,positive
32305,negative
32306,positive
32307,negative
32308,positive
32309,negative
32310,negative
32311,positive
32312,negative
32313,positive
32314,positive
32315,positive
32316,positive
32317,positive
32318,negative
32319,positive
32320,negative
32321,negative
32322,positive
32323,negative
32324,negative
32325,negative
32326,negative
32327,positive
32328,negative
32329,negative
32330,negative
32331,positive
32332,positive
32333,negative
32334,negative
32335,positive
32336,negative
32337,negative
32338,negative
32339,positive
32340,positive
32341,negative
32342,negative
32343,positive
32344,negative
32345,positive
32346,negative
32347,negative
32348,negative
32349,negative
32350,positive
32351,positive
32352,negative
32353,positive
32354,positive
32355,positive
32356,positive
32357,positive
32358,negative
32359,negative
32360,negative
32361,positive
32362,positive
32363,positive
32364,negative
32365,negative
32366,negative
32367,negative
32368,negative
32369,positive
32370,negative
32371,positive
32372,negative
32373,positive
32374,negative
32375,positive
32376,positive
32377,negative
32378,negative
32379,negative
32380,positive
32381,negative
32382,negative
32383,positive
32384,negative
32385,positive
32386,negative
32387,positive
32388,positive
32389,negative
32390,negative
32391,negative
32392,positive
32393,positive
32394,negative
32395,positive
32396,negative
32397,negative
32398,negative
32399,negative
32400,negative
32401,negative
32402,negative
32403,negative
32404,negative
32405,negative
32406,negative
32407,negative
32408,positive
32409,positive
32410,positive
32411,positive
32412,positive
32413,positive
32414,positive
32415,negative
32416,negative
32417,negative
32418,negative
32419,negative
32420,positive
32421,negative
32422,negative
32423,positive
32424,negative
32425,negative
32426,negative
32427,positive
32428,negative
32429,positive
32430,positive
32431,positive
32432,negative
32433,positive
32434,positive
32435,positive
32436,positive
32437,negative
32438,positive
32439,negative
32440,negative
32441,positive
32442,negative
32443,positive
32444,positive
32445,positive
32446,positive
32447,negative
32448,positive
32449,positive
32450,positive
32451,negative
32452,negative
32453,negative
32454,negative
32455,negative
32456,positive
32457,negative
32458,positive
32459,negative
32460,positive
32461,negative
32462,positive
32463,positive
32464,positive
32465,negative
32466,positive
32467,positive
32468,positive
32469,negative
32470,positive
32471,positive
32472,positive
32473,positive
32474,positive
32475,negative
32476,negative
32477,negative
32478,negative
32479,negative
32480,negative
32481,negative
32482,negative
32483,negative
32484,negative
32485,positive
32486,positive
32487,positive
32488,negative
32489,negative
32490,positive
32491,positive
32492,negative
32493,positive
32494,negative
32495,negative
32496,positive
32497,positive
32498,negative
32499,positive
32500,positive
32501,positive
32502,positive
32503,positive
32504,negative
32505,negative
32506,negative
32507,positive
32508,negative
32509,negative
32510,positive
32511,negative
32512,positive
32513,positive
32514,negative
32515,positive
32516,positive
32517,positive
32518,negative
32519,negative
32520,positive
32521,positive
32522,negative
32523,positive
32524,negative
32525,positive
32526,negative
32527,negative
32528,positive
32529,positive
32530,negative
32531,positive
32532,positive
32533,positive
32534,negative
32535,negative
32536,positive
32537,positive
32538,negative
32539,negative
32540,negative
32541,positive
32542,negative
32543,positive
32544,negative
32545,negative
32546,positive
32547,negative
32548,positive
32549,negative
32550,positive
32551,negative
32552,positive
32553,positive
32554,negative
32555,positive
32556,negative
32557,negative
32558,negative
32559,positive
32560,negative
32561,negative
32562,positive
32563,positive
32564,negative
32565,positive
32566,positive
32567,positive
32568,positive
32569,positive
32570,negative
32571,positive
32572,positive
32573,positive
32574,positive
32575,negative
32576,positive
32577,negative
32578,negative
32579,positive
32580,positive
32581,positive
32582,positive
32583,positive
32584,positive
32585,negative
32586,negative
32587,negative
32588,negative
32589,negative
32590,negative
32591,positive
32592,negative
32593,negative
32594,negative
32595,negative
32596,positive
32597,negative
32598,negative
32599,negative
32600,negative
32601,negative
32602,positive
32603,negative
32604,negative
32605,positive
32606,positive
32607,positive
32608,negative
32609,negative
32610,positive
32611,negative
32612,positive
32613,positive
32614,negative
32615,positive
32616,positive
32617,positive
32618,positive
32619,negative
32620,positive
32621,positive
32622,negative
32623,positive
32624,positive
32625,positive
32626,negative
32627,positive
32628,negative
32629,negative
32630,positive
32631,negative
32632,negative
32633,positive
32634,positive
32635,positive
32636,positive
32637,positive
32638,negative
32639,positive
32640,negative
32641,negative
32642,negative
32643,negative
32644,positive
32645,negative
32646,negative
32647,positive
32648,positive
32649,positive
32650,positive
32651,negative
32652,negative
32653,positive
32654,negative
32655,negative
32656,negative
32657,positive
32658,negative
32659,positive
32660,positive
32661,positive
32662,negative
32663,positive
32664,negative
32665,negative
32666,negative
32667,positive
32668,positive
32669,negative
32670,positive
32671,positive
32672,positive
32673,negative
32674,negative
32675,negative
32676,positive
32677,negative
32678,positive
32679,negative
32680,negative
32681,positive
32682,positive
32683,positive
32684,positive
32685,positive
32686,negative
32687,positive
32688,negative
32689,negative
32690,positive
32691,negative
32692,positive
32693,positive
32694,positive
32695,positive
32696,negative
32697,positive
32698,negative
32699,positive
32700,positive
32701,positive
32702,positive
32703,negative
32704,positive
32705,positive
32706,negative
32707,negative
32708,negative
32709,negative
32710,negative
32711,negative
32712,positive
32713,negative
32714,positive
32715,negative
32716,positive
32717,negative
32718,negative
32719,negative
32720,positive
32721,negative
32722,negative
32723,negative
32724,negative
32725,positive
32726,positive
32727,positive
32728,negative
32729,negative
32730,positive
32731,negative
32732,negative
32733,positive
32734,negative
32735,negative
32736,negative
32737,negative
32738,negative
32739,negative
32740,negative
32741,positive
32742,positive
32743,negative
32744,positive
32745,negative
32746,negative
32747,negative
32748,positive
32749,negative
32750,negative
32751,positive
32752,negative
32753,negative
32754,negative
32755,negative
32756,positive
32757,negative
32758,positive
32759,negative
32760,negative
32761,negative
32762,positive
32763,negative
32764,negative
32765,negative
32766,negative
32767,negative
32768,positive
32769,negative
32770,negative
32771,negative
32772,positive
32773,negative
32774,negative
32775,negative
32776,negative
32777,positive
32778,negative
32779,positive
32780,negative
32781,negative
32782,positive
32783,positive
32784,negative
32785,positive
32786,negative
32787,negative
32788,positive
32789,negative
32790,negative
32791,negative
32792,negative
32793,negative
32794,positive
32795,negative
32796,negative
32797,positive
32798,positive
32799,positive
32800,positive
32801,positive
32802,negative
32803,positive
32804,negative
32805,positive
32806,negative
32807,negative
32808,negative
32809,negative
32810,positive
32811,negative
32812,negative
32813,negative
32814,positive
32815,negative
32816,positive
32817,positive
32818,negative
32819,positive
32820,positive
32821,negative
32822,positive
32823,negative
32824,negative
32825,negative
32826,negative
32827,negative
32828,positive
32829,positive
32830,positive
32831,negative
32832,negative
32833,positive
32834,positive
32835,positive
32836,negative
32837,positive
32838,positive
32839,negative
32840,negative
32841,negative
32842,positive
32843,positive
32844,positive
32845,negative
32846,positive
32847,positive
32848,positive
32849,negative
32850,positive
32851,positive
32852,negative
32853,negative
32854,negative
32855,negative
32856,positive
32857,positive
32858,positive
32859,negative
32860,positive
32861,negative
32862,positive
32863,positive
32864,positive
32865,positive
32866,positive
32867,negative
32868,negative
32869,negative
32870,negative
32871,positive
32872,positive
32873,negative
32874,negative
32875,negative
32876,negative
32877,positive
32878,negative
32879,negative
32880,positive
32881,negative
32882,negative
32883,negative
32884,positive
32885,negative
32886,negative
32887,negative
32888,negative
32889,negative
32890,negative
32891,positive
32892,positive
32893,negative
32894,negative
32895,positive
32896,positive
32897,positive
32898,positive
32899,positive
32900,negative
32901,negative
32902,positive
32903,negative
32904,negative
32905,positive
32906,positive
32907,negative
32908,negative
32909,negative
32910,positive
32911,negative
32912,negative
32913,positive
32914,negative
32915,negative
32916,positive
32917,negative
32918,positive
32919,positive
32920,negative
32921,positive
32922,negative
32923,positive
32924,negative
32925,negative
32926,negative
32927,positive
32928,positive
32929,positive
32930,negative
32931,negative
32932,negative
32933,positive
32934,positive
32935,positive
32936,positive
32937,negative
32938,negative
32939,positive
32940,negative
32941,negative
32942,negative
32943,negative
32944,negative
32945,positive
32946,negative
32947,negative
32948,positive
32949,negative
32950,negative
32951,positive
32952,negative
32953,negative
32954,positive
32955,negative
32956,positive
32957,positive
32958,positive
32959,negative
32960,positive
32961,negative
32962,positive
32963,negative
32964,positive
32965,negative
32966,negative
32967,positive
32968,positive
32969,positive
32970,negative
32971,positive
32972,positive
32973,negative
32974,positive
32975,negative
32976,negative
32977,positive
32978,negative
32979,positive
32980,positive
32981,negative
32982,positive
32983,positive
32984,negative
32985,positive
32986,negative
32987,positive
32988,negative
32989,positive
32990,positive
32991,positive
32992,negative
32993,positive
32994,negative
32995,positive
32996,negative
32997,negative
32998,negative
32999,negative
33000,negative
33001,negative
33002,negative
33003,positive
33004,negative
33005,positive
33006,negative
33007,positive
33008,negative
33009,negative
33010,negative
33011,positive
33012,positive
33013,positive
33014,negative
33015,positive
33016,positive
33017,negative
33018,positive
33019,negative
33020,positive
33021,negative
33022,positive
33023,negative
33024,negative
33025,positive
33026,positive
33027,negative
33028,positive
33029,negative
33030,positive
33031,negative
33032,positive
33033,negative
33034,positive
33035,positive
33036,positive
33037,positive
33038,negative
33039,negative
33040,positive
33041,positive
33042,positive
33043,negative
33044,positive
33045,negative
33046,positive
33047,positive
33048,positive
33049,positive
33050,negative
33051,positive
33052,positive
33053,negative
33054,negative
33055,negative
33056,positive
33057,negative
33058,negative
33059,positive
33060,negative
33061,positive
33062,positive
33063,negative
33064,negative
33065,negative
33066,negative
33067,negative
33068,negative
33069,positive
33070,negative
33071,positive
33072,negative
33073,negative
33074,positive
33075,negative
33076,negative
33077,positive
33078,negative
33079,positive
33080,positive
33081,negative
33082,positive
33083,negative
33084,positive
33085,negative
33086,negative
33087,negative
33088,positive
33089,negative
33090,positive
33091,negative
33092,positive
33093,positive
33094,positive
33095,positive
33096,negative
33097,negative
33098,positive
33099,positive
33100,positive
33101,positive
33102,negative
33103,negative
33104,negative
33105,negative
33106,negative
33107,positive
33108,positive
33109,positive
33110,negative
33111,negative
33112,positive
33113,negative
33114,negative
33115,negative
33116,positive
33117,negative
33118,negative
33119,negative
33120,negative
33121,negative
33122,positive
33123,negative
33124,positive
33125,negative
33126,negative
33127,negative
33128,positive
33129,negative
33130,positive
33131,negative
33132,positive
33133,negative
33134,positive
33135,positive
33136,positive
33137,positive
33138,positive
33139,negative
33140,positive
33141,negative
33142,positive
33143,negative
33144,negative
33145,negative
33146,negative
33147,positive
33148,negative
33149,negative
33150,positive
33151,positive
33152,negative
33153,positive
33154,positive
33155,negative
33156,positive
33157,negative
33158,negative
33159,positive
33160,negative
33161,positive
33162,positive
33163,positive
33164,negative
33165,positive
33166,positive
33167,positive
33168,positive
33169,positive
33170,positive
33171,positive
33172,negative
33173,positive
33174,positive
33175,positive
33176,negative
33177,positive
33178,positive
33179,negative
33180,positive
33181,positive
33182,positive
33183,negative
33184,negative
33185,negative
33186,positive
33187,negative
33188,negative
33189,positive
33190,positive
33191,positive
33192,negative
33193,positive
33194,negative
33195,positive
33196,positive
33197,positive
33198,negative
33199,positive
33200,negative
33201,negative
33202,negative
33203,negative
33204,positive
33205,positive
33206,negative
33207,positive
33208,positive
33209,positive
33210,negative
33211,negative
33212,positive
33213,positive
33214,positive
33215,negative
33216,positive
33217,negative
33218,positive
33219,positive
33220,negative
33221,negative
33222,positive
33223,negative
33224,negative
33225,negative
33226,positive
33227,negative
33228,negative
33229,negative
33230,negative
33231,positive
33232,negative
33233,negative
33234,positive
33235,positive
33236,positive
33237,negative
33238,positive
33239,positive
33240,negative
33241,positive
33242,negative
33243,positive
33244,positive
33245,negative
33246,negative
33247,positive
33248,negative
33249,positive
33250,negative
33251,positive
33252,negative
33253,negative
33254,negative
33255,positive
33256,negative
33257,negative
33258,positive
33259,negative
33260,negative
33261,positive
33262,negative
33263,negative
33264,negative
33265,positive
33266,positive
33267,negative
33268,positive
33269,negative
33270,positive
33271,negative
33272,negative
33273,positive
33274,positive
33275,positive
33276,positive
33277,negative
33278,negative
33279,positive
33280,negative
33281,negative
33282,negative
33283,negative
33284,negative
33285,positive
33286,positive
33287,positive
33288,positive
33289,negative
33290,positive
33291,positive
33292,positive
33293,negative
33294,negative
33295,positive
33296,positive
33297,negative
33298,positive
33299,negative
33300,negative
33301,positive
33302,negative
33303,positive
33304,negative
33305,negative
33306,positive
33307,positive
33308,positive
33309,positive
33310,negative
33311,negative
33312,negative
33313,negative
33314,negative
33315,negative
33316,positive
33317,negative
33318,positive
33319,negative
33320,positive
33321,positive
33322,positive
33323,negative
33324,negative
33325,negative
33326,negative
33327,negative
33328,negative
33329,positive
33330,negative
33331,negative
33332,negative
33333,positive
33334,positive
33335,positive
33336,positive
33337,positive
33338,negative
33339,positive
33340,positive
33341,positive
33342,positive
33343,negative
33344,negative
33345,negative
33346,negative
33347,positive
33348,positive
33349,negative
33350,positive
33351,positive
33352,negative
33353,positive
33354,positive
33355,positive
33356,positive
33357,positive
33358,negative
33359,negative
33360,negative
33361,negative
33362,positive
33363,positive
33364,negative
33365,negative
33366,negative
33367,negative
33368,negative
33369,positive
33370,positive
33371,negative
33372,positive
33373,positive
33374,positive
33375,negative
33376,negative
33377,positive
33378,positive
33379,negative
33380,positive
33381,negative
33382,negative
33383,negative
33384,positive
33385,positive
33386,positive
33387,negative
33388,positive
33389,negative
33390,negative
33391,positive
33392,positive
33393,positive
33394,negative
33395,negative
33396,negative
33397,positive
33398,negative
33399,negative
33400,negative
33401,positive
33402,positive
33403,positive
33404,negative
33405,negative
33406,positive
33407,negative
33408,positive
33409,negative
33410,positive
33411,positive
33412,negative
33413,positive
33414,positive
33415,positive
33416,positive
33417,negative
33418,negative
33419,negative
33420,positive
33421,negative
33422,negative
33423,positive
33424,negative
33425,positive
33426,negative
33427,positive
33428,negative
33429,negative
33430,negative
33431,positive
33432,positive
33433,negative
33434,positive
33435,negative
33436,positive
33437,negative
33438,positive
33439,positive
33440,negative
33441,positive
33442,positive
33443,positive
33444,positive
33445,negative
33446,negative
33447,negative
33448,positive
33449,positive
33450,positive
33451,positive
33452,negative
33453,positive
33454,positive
33455,negative
33456,positive
33457,positive
33458,positive
33459,positive
33460,positive
33461,negative
33462,negative
33463,positive
33464,positive
33465,positive
33466,positive
33467,positive
33468,positive
33469,positive
33470,negative
33471,negative
33472,negative
33473,negative
33474,negative
33475,negative
33476,positive
33477,negative
33478,negative
33479,positive
33480,negative
33481,negative
33482,negative
33483,negative
33484,negative
33485,negative
33486,negative
33487,negative
33488,negative
33489,negative
33490,positive
33491,negative
33492,positive
33493,negative
33494,negative
33495,positive
33496,negative
33497,negative
33498,negative
33499,negative
33500,positive
33501,negative
33502,positive
33503,negative
33504,positive
33505,positive
33506,positive
33507,negative
33508,negative
33509,positive
33510,negative
33511,negative
33512,negative
33513,negative
33514,negative
33515,negative
33516,positive
33517,positive
33518,negative
33519,positive
33520,negative
33521,positive
33522,negative
33523,negative
33524,positive
33525,positive
33526,positive
33527,positive
33528,positive
33529,negative
33530,negative
33531,positive
33532,negative
33533,positive
33534,negative
33535,positive
33536,positive
33537,negative
33538,positive
33539,negative
33540,negative
33541,negative
33542,positive
33543,positive
33544,negative
33545,negative
33546,positive
33547,negative
33548,positive
33549,negative
33550,negative
33551,positive
33552,positive
33553,positive
33554,positive
33555,negative
33556,positive
33557,positive
33558,positive
33559,positive
33560,negative
33561,negative
33562,positive
33563,positive
33564,negative
33565,negative
33566,negative
33567,negative
33568,positive
33569,negative
33570,negative
33571,positive
33572,positive
33573,negative
33574,positive
33575,positive
33576,positive
33577,negative
33578,negative
33579,negative
33580,positive
33581,negative
33582,positive
33583,negative
33584,positive
33585,positive
33586,positive
33587,negative
33588,negative
33589,negative
33590,negative
33591,positive
33592,negative
33593,negative
33594,positive
33595,negative
33596,positive
33597,negative
33598,negative
33599,positive
33600,negative
33601,negative
33602,negative
33603,negative
33604,positive
33605,negative
33606,negative
33607,positive
33608,positive
33609,positive
33610,positive
33611,negative
33612,negative
33613,positive
33614,negative
33615,negative
33616,positive
33617,positive
33618,negative
33619,positive
33620,negative
33621,positive
33622,negative
33623,positive
33624,positive
33625,positive
33626,positive
33627,negative
33628,positive
33629,positive
33630,negative
33631,negative
33632,negative
33633,negative
33634,negative
33635,negative
33636,positive
33637,positive
33638,negative
33639,positive
33640,positive
33641,negative
33642,negative
33643,positive
33644,negative
33645,positive
33646,positive
33647,negative
33648,negative
33649,positive
33650,negative
33651,positive
33652,negative
33653,positive
33654,positive
33655,positive
33656,negative
33657,negative
33658,negative
33659,negative
33660,positive
33661,positive
33662,positive
33663,positive
33664,positive
33665,negative
33666,positive
33667,positive
33668,positive
33669,negative
33670,positive
33671,negative
33672,negative
33673,positive
33674,positive
33675,positive
33676,negative
33677,negative
33678,positive
33679,positive
33680,negative
33681,positive
33682,positive
33683,negative
33684,positive
33685,negative
33686,positive
33687,negative
33688,positive
33689,positive
33690,positive
33691,positive
33692,negative
33693,negative
33694,negative
33695,positive
33696,positive
33697,positive
33698,negative
33699,negative
33700,negative
33701,negative
33702,positive
33703,positive
33704,positive
33705,positive
33706,negative
33707,negative
33708,positive
33709,negative
33710,positive
33711,negative
33712,negative
33713,positive
33714,positive
33715,positive
33716,negative
33717,positive
33718,negative
33719,positive
33720,negative
33721,positive
33722,positive
33723,negative
33724,negative
33725,negative
33726,positive
33727,negative
33728,negative
33729,negative
33730,negative
33731,positive
33732,positive
33733,positive
33734,negative
33735,positive
33736,positive
33737,positive
33738,positive
33739,positive
33740,negative
33741,negative
33742,negative
33743,negative
33744,positive
33745,negative
33746,negative
33747,positive
33748,positive
33749,negative
33750,negative
33751,negative
33752,negative
33753,positive
33754,negative
33755,negative
33756,positive
33757,positive
33758,negative
33759,positive
33760,negative
33761,negative
33762,positive
33763,negative
33764,positive
33765,negative
33766,positive
33767,positive
33768,positive
33769,positive
33770,positive
33771,positive
33772,positive
33773,negative
33774,negative
33775,positive
33776,positive
33777,positive
33778,negative
33779,positive
33780,negative
33781,negative
33782,positive
33783,negative
33784,negative
33785,negative
33786,positive
33787,positive
33788,positive
33789,negative
33790,positive
33791,positive
33792,positive
33793,negative
33794,negative
33795,negative
33796,negative
33797,positive
33798,positive
33799,positive
33800,negative
33801,negative
33802,negative
33803,negative
33804,positive
33805,positive
33806,negative
33807,negative
33808,positive
33809,negative
33810,positive
33811,positive
33812,positive
33813,negative
33814,positive
33815,positive
33816,positive
33817,positive
33818,negative
33819,negative
33820,positive
33821,negative
